Year,Sport,Discipline,Gender,Event,Country,Medal,,Individual Medal Breakdown,,,Total Metal Breakdown,
2006,Skiing,Snowboard,Men,Half-Pipe,FIN,Bronze,,,,,JPN,
2010,Skiing,Snowboard,Men,Half-Pipe,USA,Bronze,,,,,SUI,
2014,Skiing,Snowboard,Men,Half-Pipe,JPN,Bronze,,,,,NOR,
1998,Skiing,Snowboard,Men,Half-Pipe,SUI,Gold,,,,,,
2002,Skiing,Snowboard,Men,Half-Pipe,USA,Gold,,,,,,
2006,Skiing,Snowboard,Men,Half-Pipe,USA,Gold,,,,,,
2010,Skiing,Snowboard,Men,Half-Pipe,USA,Gold,,,,,,
2014,Skiing,Snowboard,Men,Half-Pipe,SUI,Gold,,,,,,
1998,Skiing,Snowboard,Men,Half-Pipe,NOR,Silver,,,,,,
2002,Skiing,Snowboard,Men,Half-Pipe,USA,Silver,,,,,,
2006,Skiing,Snowboard,Men,Half-Pipe,USA,Silver,,,,,,
2010,Skiing,Snowboard,Men,Half-Pipe,FIN,Silver,,,,,,
2014,Skiing,Snowboard,Men,Half-Pipe,JPN,Silver,,,,,,
2014,Skiing,Snowboard,Men,Parallel Slalom,AUT,Bronze,,,,,AUT,
2014,Skiing,Snowboard,Men,Parallel Slalom,RUS,Gold,,,,,RUS,
2014,Skiing,Snowboard,Men,Parallel Slalom,SLO,Silver,,,,,SLO,
2014,Skiing,Snowboard,Men,Slopestyle,CAN,Bronze,,,,,CAN,
2014,Skiing,Snowboard,Men,Slopestyle,USA,Gold,,,,,USA,
2014,Skiing,Snowboard,Men,Slopestyle,NOR,Silver,,,,,NOR,
2006,Skiing,Snowboard,Men,Snowboard Cross,FRA,Bronze,,,,,FRA,
2010,Skiing,Snowboard,Men,Snowboard Cross,FRA,Bronze,,,,,USA,
2014,Skiing,Snowboard,Men,Snowboard Cross,USA,Bronze,,,,,SVK,
2006,Skiing,Snowboard,Men,Snowboard Cross,USA,Gold,,,,,CAN,
2010,Skiing,Snowboard,Men,Snowboard Cross,USA,Gold,,,,,RUS,
2014,Skiing,Snowboard,Men,Snowboard Cross,FRA,Gold,,,,,,
2006,Skiing,Snowboard,Men,Snowboard Cross,SVK,Silver,,,,,,
2010,Skiing,Snowboard,Men,Snowboard Cross,CAN,Silver,,,,,,
2014,Skiing,Snowboard,Men,Snowboard Cross,RUS,Silver,,,,,,
2014,Skiing,Snowboard,Women,Giant Parallel Slalom,RUS,Bronze,,,,,RUS,
2014,Skiing,Snowboard,Women,Giant Parallel Slalom,SUI,Gold,,,,,SUI,
2014,Skiing,Snowboard,Women,Giant Parallel Slalom,JPN,Silver,,,,,JPN,
2002,Skiing,Snowboard,Women,Giant Parallel Slalom,ITA,Bronze,,,,,ITA,
2006,Skiing,Snowboard,Women,Giant Parallel Slalom,USA,Bronze,,,,,USA,
2010,Skiing,Snowboard,Women,Giant Parallel Slalom,AUT,Bronze,,,,,AUT,
2002,Skiing,Snowboard,Women,Giant Parallel Slalom,FRA,Gold,,,,,FRA,
2006,Skiing,Snowboard,Women,Giant Parallel Slalom,SUI,Gold,,,,,NED,
2010,Skiing,Snowboard,Women,Giant Parallel Slalom,NED,Gold,,,,,GER,
2002,Skiing,Snowboard,Women,Giant Parallel Slalom,FRA,Silver,,,,,,
2006,Skiing,Snowboard,Women,Giant Parallel Slalom,GER,Silver,,,,,,
2010,Skiing,Snowboard,Women,Giant Parallel Slalom,RUS,Silver,,,,,,
1998,Skiing,Snowboard,Women,Giant-Slalom,AUT,Bronze,,,,,,
1998,Skiing,Snowboard,Women,Giant-Slalom,FRA,Gold,,,,,,
1998,Skiing,Snowboard,Women,Giant-Slalom,GER,Silver,,,,,,
1998,Skiing,Snowboard,Women,Half-Pipe,USA,Bronze,,,,,USA,
2002,Skiing,Snowboard,Women,Half-Pipe,SUI,Bronze,,,,,SUI,
2006,Skiing,Snowboard,Women,Half-Pipe,NOR,Bronze,,,,,NOR,
2010,Skiing,Snowboard,Women,Half-Pipe,USA,Bronze,,,,,GER,
2014,Skiing,Snowboard,Women,Half-Pipe,USA,Bronze,,,,,AUS,
1998,Skiing,Snowboard,Women,Half-Pipe,GER,Gold,,,,,FRA,
2002,Skiing,Snowboard,Women,Half-Pipe,USA,Gold,,,,,,
2006,Skiing,Snowboard,Women,Half-Pipe,USA,Gold,,,,,,
2010,Skiing,Snowboard,Women,Half-Pipe,AUS,Gold,,,,,,
2014,Skiing,Snowboard,Women,Half-Pipe,USA,Gold,,,,,,
1998,Skiing,Snowboard,Women,Half-Pipe,NOR,Silver,,,,,,
2002,Skiing,Snowboard,Women,Half-Pipe,FRA,Silver,,,,,,
2006,Skiing,Snowboard,Women,Half-Pipe,USA,Silver,,,,,,
2010,Skiing,Snowboard,Women,Half-Pipe,USA,Silver,,,,,,
2014,Skiing,Snowboard,Women,Half-Pipe,AUS,Silver,,,,,,
2014,Skiing,Snowboard,Women,Parallel Slalom,GER,Bronze,,,,,GER,
2014,Skiing,Snowboard,Women,Parallel Slalom,AUT,Gold,,,,,AUT,
2014,Skiing,Snowboard,Women,Parallel Slalom,GER,Silver,,,,,GER,
2014,Skiing,Snowboard,Women,Slopestyle,GBR,Bronze,,,,,GBR,
2014,Skiing,Snowboard,Women,Slopestyle,USA,Gold,,,,,USA,
2014,Skiing,Snowboard,Women,Slopestyle,FIN,Silver,,,,,FIN,
2006,Skiing,Snowboard,Women,Snowboard Cross,CAN,Bronze,,,,,CAN,
2010,Skiing,Snowboard,Women,Snowboard Cross,SUI,Bronze,,,,,SUI,
2014,Skiing,Snowboard,Women,Snowboard Cross,FRA,Bronze,,,,,FRA,
2006,Skiing,Snowboard,Women,Snowboard Cross,SUI,Gold,,,,,CZE,
2010,Skiing,Snowboard,Women,Snowboard Cross,CAN,Gold,,,,,USA,
2014,Skiing,Snowboard,Women,Snowboard Cross,CZE,Gold,,,,,,
2006,Skiing,Snowboard,Women,Snowboard Cross,USA,Silver,,,,,,
2010,Skiing,Snowboard,Women,Snowboard Cross,FRA,Silver,,,,,,
2014,Skiing,Snowboard,Women,Snowboard Cross,CAN,Silver,,,,,,
